#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
filtered_barcode04_extracted_plasmids.fastq	7607c1cb-f9e2-4955-ba61-d3298f2a3ca3	2927	4431	-	lsa(A)_1	1-1497/1497	========/======	66/122	96.19	87.32	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	761d8c14-2fec-4788-884b-7fee5eb3a0d6	7	808	-	mdf(A)_1	1-875/1233	========/==....	41/91	64.31	83.60	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	762988dd-a1c0-4b96-9501-b1e5f206c0c6	2	833	+	mdf(A)_1	390-1233/1233	....====/======	29/58	65.61	86.04	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7635227d-c3f3-4248-ba0a-993dc22ba20a	2827	4055	+	mdf(A)_1	1-1230/1233	========/======	43/77	96.59	88.41	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	765eae54-0a34-4459-a6d6-7ea858406f73	1510	2541	-	blaCMY-122_1	37-1100/1146	========/======	36/60	88.83	68.92	resfinder	KM985460	blaCMY-122	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	76604009-c4f1-413b-98bc-53d17edeafc0	1893	2322	+	tet(34)_1	1-421/465	========/=====.	20/35	87.74	70.88	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	7669534c-ad01-4a90-8461-7e310bda3d6b	5289	6228	-	mdf(A)_1	261-1227/1233	..======/======	37/65	74.70	88.03	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	766cdb28-cbe7-4e5c-93d5-8dda27b35f09	696	1917	-	mdf(A)_1	2-1226/1233	========/======	38/65	96.59	89.25	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	76927c73-2622-4d22-acb2-eef91752ab02	5362	6205	-	blaACT-12_1	222-1094/1146	..======/======	38/69	71.90	67.19	resfinder	JX440355	blaACT-12	
filtered_barcode04_extracted_plasmids.fastq	76abc201-f040-4d99-9b67-c072637f55eb	378	1593	-	mdf(A)_1	1-1226/1233	========/======	34/58	96.67	91.60	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	774741f5-1ee0-4e0f-9d4e-43e17f7a3258	1310	1663	-	tet(34)_1	66-421/465	.=======/=====.	12/20	74.19	71.23	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	7767b14a-1867-4129-8455-30331c4f7b80	6167	6511	-	tet(34)_1	69-417/465	..======/=====.	9/10	73.55	72.44	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	7770320f-4abe-4c0c-bb5e-8905a19b29ed	3479	3787	+	tet(34)_1	1-310/465	========/==....	8/17	64.73	70.75	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	778b8fd1-5fb5-411f-a529-3dd84fa1bc9a	5360	6095	-	blaACT-12_1	317-1074/1146	...=====/======	30/66	62.30	66.15	resfinder	JX440355	blaACT-12	
filtered_barcode04_extracted_plasmids.fastq	77963028-1800-4acc-80a9-7a4e861dea81	1676	2019	+	tet(34)_1	66-417/465	.=======/=====.	13/18	72.90	71.71	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	782aaa9c-087e-493a-a33b-651b4552bfcf	3627	4574	-	blaCMY-151_1	166-1130/1146	..======/======	27/53	81.15	67.75	resfinder	KY780116	blaCMY-151	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	784b22ff-be8e-4f28-b5ed-63d3ddb4aedc	1475	2472	-	blaCFE-1_1	133-1123/1146	.=======/======	39/61	84.12	68.29	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	7879c364-f83a-4c36-808b-7bb652128cbf	3635	4677	-	blaCMY-104_1	37-1100/1146	========/======	33/45	89.97	69.98	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	788979d5-c584-4269-8d11-b649676d0165	1251	2306	+	blaCMY-101_1	76-1146/1146	========/======	33/61	90.14	67.46	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7892f8c9-a2b7-47ee-8a8f-2b89555f157b	5	989	-	mdf(A)_1	1-975/1233	========/====..	36/74	76.48	87.41	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	789ed6c7-189e-46b9-8886-84bc3a51e2cb	2034	3102	-	blaCMY-119_1	37-1100/1146	========/======	40/67	90.14	67.91	resfinder	KM087845	blaCMY-119	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	78a2e0df-7ef4-4d11-a827-dbc3be0e5c59	22	811	+	blaACT-4_2	317-1103/1146	...=====/======	31/59	66.23	67.24	resfinder	AJ311172	blaACT-4	
filtered_barcode04_extracted_plasmids.fastq	7932369f-3c1d-471e-bd35-05e0f55ae474	552	868	+	tet(34)_1	106-421/465	...=====/=====.	11/23	65.59	71.95	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	796454bf-ab19-4b4b-b691-a33977b12357	8	855	+	blaCFE-1_1	100-952/1146	.=======/====..	27/47	72.16	69.34	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	79d0a7c9-3df9-4f56-99a8-e5a4e27e0dc7	2672	3888	-	mdf(A)_1	1-1233/1233	========/======	28/50	97.32	91.36	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	79ded647-837e-4863-a869-7bda09c85665	1163	2385	-	mdf(A)_1	1-1228/1233	========/======	53/91	95.70	86.55	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7a0e96d3-5dec-46fd-9dac-f5b027562c76	1093	2147	+	blaCMY-129_1	37-1100/1146	========/======	38/79	89.01	67.70	resfinder	KM985467	blaCMY-129	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7a111d51-9485-4d96-8cde-8c4239b5e48a	217	1276	-	blaCFE-1_1	37-1130/1146	========/======	46/78	90.58	68.19	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	7a1999f9-54eb-4715-96e4-e93c717f8d74	2222	3455	+	mdf(A)_1	1-1233/1233	========/======	60/105	95.78	83.44	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7a8a9ed7-aa09-4fe5-943b-d7a96d034bcd	1561	3060	-	lsa(A)_1	1-1497/1497	========/======	47/91	97.06	90.93	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	7aadd4d3-a888-4711-ae2b-2ee1325d9b33	537	957	+	tet(34)_1	1-421/465	========/=====.	15/16	88.82	70.40	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	7abe6910-59cd-49c7-8905-1975fe013097	287	1798	-	lsa(A)_1	1-1497/1497	========/======	66/123	96.39	86.97	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	7ad480b1-6fbc-4905-88f6-4b3cccdc79d4	2419	3442	-	blaCMY-77_1	86-1100/1146	.=======/======	43/71	85.86	68.15	resfinder	JX440353	blaCMY-77	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7ae3fb28-468c-4f2c-9874-53186bc1c734	2681	3576	-	mdf(A)_1	334-1233/1233	...=====/======	26/42	71.13	90.64	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7afd2665-5eb8-4b5a-8edc-6237b3bead14	1462	2709	+	mdf(A)_1	1-1233/1233	========/======	43/71	97.73	89.11	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7b00df9f-ca34-4452-b57b-c0bff669a714	2796	3854	-	blaCMY-104_1	76-1130/1146	========/======	34/56	89.79	69.12	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7b308749-0a08-4484-a63c-f6e8d9fcf897	2563	3669	+	mdf(A)_1	1-1082/1233	========/=====.	40/73	85.81	87.89	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7b9b181d-f5ce-4508-a9e3-68c6669e4131	2212	3179	+	blaACT-10_1	133-1103/1146	.=======/======	31/57	82.11	67.23	resfinder	JN848330	blaACT-10	
filtered_barcode04_extracted_plasmids.fastq	7bb98f9d-db05-466c-979b-d1dfed38113c	2838	4010	+	mdf(A)_1	1-1216/1233	========/======	41/71	94.00	86.99	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7bc2c5f9-eb38-427b-891b-1fa5fbd8fb24	1	1119	+	mdf(A)_1	91-1227/1233	.=======/======	36/88	87.92	86.86	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7bdb2f76-061a-454e-b209-c1b5ebfba21e	98	1325	+	mdf(A)_1	1-1227/1233	========/======	33/51	97.49	90.34	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7c192834-2131-457a-84b9-304d33d1ac09	2717	3753	-	mdf(A)_1	186-1223/1233	..======/======	37/67	81.43	87.30	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7c6a8ff0-a928-4363-ba63-7acf6dde63c0	2446	3636	-	mdf(A)_1	1-1219/1233	========/======	32/56	95.46	91.65	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7c94bd30-6d6f-4676-90fe-5c84f6cf961f	2632	3604	+	mdf(A)_1	2-1002/1233	========/====..	57/126	74.94	78.38	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7c9cd910-4d12-47e5-b9e0-35b0a52f8d2c	5	981	+	mdf(A)_1	265-1233/1233	...=====/======	30/56	76.64	88.71	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7c9f064a-125c-4e63-a5c1-e849142cfab9	3666	4691	+	mdf(A)_1	1-1026/1233	========/====..	39/74	80.21	87.49	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7ccda3c8-df64-4989-94f7-5e04c547cdf9	3206	3980	+	blaOXA-162_1	1-777/798	========/======	36/76	92.48	85.87	resfinder	GU197550	blaOXA-162	Amoxicillin;Ampicillin;Cefepime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
filtered_barcode04_extracted_plasmids.fastq	7d36887f-dcfd-4d41-852e-258ce5392ebb	2403	3451	-	blaCMY-40_1	37-1099/1146	========/======	54/100	87.78	66.28	resfinder	EU515251	blaCMY-40	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7d950c04-0b8f-4b28-999a-678393c9f914	3155	3495	-	tet(34)_1	66-418/465	.=======/=====.	11/20	72.47	70.03	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	7da8cfd4-615a-4864-adeb-6c3362ffc4d9	167	1386	+	mdf(A)_1	1-1230/1233	========/======	24/38	97.81	93.09	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7ddb29b6-9113-4cee-ae12-d7f709d6c597	7578	8523	+	blaCMY-122_1	142-1094/1146	.=======/======	42/91	78.88	66.63	resfinder	KM985460	blaCMY-122	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7def4590-72a3-4f87-839f-c84fb7de0f9a	1	933	+	blaCFE-1_1	202-1146/1146	..======/======	42/84	78.27	66.67	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	7e2b3ab8-7ba9-4b86-967f-50502240108d	1508	2485	+	blaCMY-151_1	165-1130/1146	..======/======	39/92	80.80	66.50	resfinder	KY780116	blaCMY-151	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7e47d296-ce4d-4d30-9029-7791b7d729e7	4271	5342	-	blaCMY-83_1	76-1146/1146	========/======	28/43	91.62	70.36	resfinder	JX440351	blaCMY-83	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7e4b508f-0f83-4225-be91-9945c9b73b52	483	1636	-	mdf(A)_1	3-1224/1233	========/======	54/130	91.08	81.01	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7e7704f7-abbc-41ab-8959-07593e8326a8	6	976	+	mdf(A)_1	261-1222/1233	..======/======	34/71	75.51	87.72	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7e96bf8a-04a3-45d6-9dec-42a44c86335e	594	951	+	tet(34)_1	66-421/465	.=======/=====.	7/12	75.48	71.62	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	7efc5550-f150-4e13-93fe-6517371954be	43	399	+	tet(34)_1	66-421/465	.=======/=====.	8/13	75.27	72.18	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	7f2bec8c-0c13-455e-8aa9-93f054d002bf	4053	5018	+	blaCMY-83_1	178-1146/1146	..======/======	47/107	79.76	66.89	resfinder	JX440351	blaCMY-83	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7f6836b2-2701-49b8-bd1b-7de290d8155a	7	352	-	tet(34)_1	77-421/465	..======/=====.	10/13	72.90	70.74	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	7f726423-d5ba-40cd-b6af-ad4c2aefb581	865	1824	+	blaCFE-1_1	133-1095/1146	.=======/======	35/65	81.06	69.42	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	7f77fdc3-9592-4165-8e22-28da0e0155c2	123	1126	+	blaCMY-83_1	135-1146/1146	.=======/======	38/70	84.90	68.84	resfinder	JX440351	blaCMY-83	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	7f7f0ecc-8aff-4f4c-82ba-ee7afb04f95e	781	1709	+	mdf(A)_1	1-923/1233	========/===...	36/70	72.26	86.78	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	7fc607d6-9036-402d-9b21-19eab59dda9c	6527	6873	-	tet(34)_1	69-417/465	..======/=====.	12/18	72.90	73.11	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	800a979f-963d-48ec-bd37-a5631d779390	3422	4640	+	mdf(A)_1	1-1233/1233	========/======	35/72	96.51	88.75	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	805999c4-07ee-489f-af30-023b632a0e68	2486	3527	+	blaCMY-129_1	37-1097/1146	========/======	29/55	89.35	68.58	resfinder	KM985467	blaCMY-129	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	8071b26d-7b9b-4c72-be0f-d5d91f51a789	2	1086	-	mdf(A)_1	1-1107/1233	========/=====.	39/74	85.89	87.64	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	8074064b-1209-4c3b-8d32-a247b43b96cc	1060	1418	-	tet(34)_1	66-421/465	.=======/=====.	7/15	75.27	71.78	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	80c28935-c9ff-4f74-9eb3-96d16ca145da	3990	5000	+	blaCMY-74_1	76-1094/1146	========/======	39/70	85.51	68.00	resfinder	JX440349	blaCMY-74	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	80cc6548-1339-44b8-aebe-3c1eb18717e2	366	1278	-	blaCMY-119_1	166-1095/1146	..======/======	33/59	77.84	67.40	resfinder	KM087845	blaCMY-119	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	80f1a013-e7fa-48a6-9d73-6f0d175f0136	3	806	-	blaCMY-83_1	76-882/1146	========/===...	24/47	68.24	69.00	resfinder	JX440351	blaCMY-83	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	811a72e0-fec7-4142-8afd-320aff99c42f	1196	2170	-	blaCFE-1_1	136-1130/1146	.=======/======	45/78	82.55	67.48	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	8122bc6b-3b2f-4d27-ad72-d06b08a9e5a6	3053	4022	+	blaCFE-1_1	140-1128/1146	.=======/======	27/53	83.16	70.18	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	817b44dd-4c4a-49e6-884b-51342d1b5d59	554	1790	+	mdf(A)_1	1-1233/1233	========/======	50/78	97.00	85.64	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	817e939d-b3ab-465a-bc91-b6fadd06254d	96	987	+	mdf(A)_1	359-1233/1233	....====/======	32/59	69.26	86.42	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	81b78598-dae9-43b9-8bb8-b7c06ee0656d	875	2082	-	mdf(A)_1	1-1229/1233	========/======	41/65	96.19	89.53	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	81cf789d-268c-4929-9237-93a6aeca8ff8	1899	2942	-	blaCMY-104_1	37-1097/1146	========/======	44/75	88.57	67.71	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	81d2f950-98d5-4e92-8b1f-ea10ef7c9929	1615	2659	-	blaCMY-129_1	37-1100/1146	========/======	37/77	88.66	68.89	resfinder	KM985467	blaCMY-129	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	81ddb3de-ca21-43b1-8e4b-1c696c2b9224	177	1169	+	blaCFE-1_1	133-1130/1146	.=======/======	34/51	84.64	67.88	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	82121a29-78de-4f73-abe1-8a1f53511d8a	688	1673	+	blaCMY-104_1	133-1130/1146	.=======/======	31/56	84.12	68.43	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	8230e25b-680c-4eae-b120-ae5dc691aa90	2572	3431	+	mdf(A)_1	1-968/1233	========/===...	42/144	68.29	79.21	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	827c7fed-a912-44b2-8d52-a00c172b2094	553	1754	-	mdf(A)_1	11-1224/1233	========/======	47/88	94.40	84.58	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	82a930da-997f-409e-a113-01d506703601	1565	2518	+	blaCMY-114_1	136-1103/1146	.=======/======	35/80	80.37	66.33	resfinder	KM087846	blaCMY-114	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	82b41b0b-27c9-40c9-9855-bcc13f742660	1541	1895	+	tet(34)_1	66-421/465	.=======/=====.	6/9	75.48	73.33	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	82b54601-7a28-4175-8ada-e3c6fcfcd325	2865	3769	-	blaCFE-1_1	195-1103/1146	..======/======	24/50	76.96	67.81	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	82f5860c-30ba-4810-9c85-d2181ad8ff0f	2658	3589	-	blaCMY-128_1	181-1130/1146	..======/======	34/68	79.14	67.18	resfinder	KM985466	blaCMY-128	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	82f8775f-7cdc-4e24-b02b-1415454a178c	270	1248	-	blaCMY-74_1	133-1123/1146	.=======/======	34/64	83.16	68.34	resfinder	JX440349	blaCMY-74	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	830a08cd-19dc-49a2-81b5-9d5edff090b3	3401	3756	-	tet(34)_1	66-420/465	.=======/=====.	8/15	74.84	70.25	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	830a342b-7bc5-40dc-a1d7-799194e91980	1431	2666	+	mdf(A)_1	1-1233/1233	========/======	50/85	96.67	87.63	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	8376055c-d155-4a04-a14e-6f7d14063781	1644	3146	+	lsa(A)_1	12-1497/1497	========/======	56/99	96.53	89.44	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	83842e96-0769-4296-9820-5c5c4205c49c	1769	3009	+	mdf(A)_1	1-1230/1233	========/======	47/89	96.59	87.34	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	838a1b4f-2668-44f2-ac2a-3cf352f881e9	10	1101	-	mdf(A)_1	43-1167/1233	========/======	62/117	85.16	79.01	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	838cbf59-52de-47ff-97f7-dddc0fc5d054	3546	4744	-	mdf(A)_1	22-1229/1233	========/======	45/83	94.24	88.19	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	83f4888f-a18a-426f-9ad5-03b56f6eba17	1057	2144	-	blaCMY-104_1	37-1129/1146	========/======	32/57	92.67	69.88	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	84030d63-e71f-458b-a5ed-f2020e4cdc63	568	1617	+	blaCFE-1_1	37-1093/1146	========/======	42/83	88.31	67.31	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	8411eeef-be61-4327-a1f2-0774f43d6966	1730	2080	-	tet(34)_1	69-421/465	..======/=====.	11/20	73.55	71.82	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	84544e83-6abf-404e-b6a7-426b8f7ff6f8	286	1318	+	blaCMY-129_1	37-1097/1146	========/======	32/54	89.01	68.25	resfinder	KM985467	blaCMY-129	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
